"d061645","abdominoplasty","abdominoplasties","panniculectomy","panniculectomies"
"d057128","aberrometry","aberrometries"
"d017146","models organizational",
"d008960","models psychological","model psychologic","mental model"
"d015233","models statistical","model probabilistic","model polynomial","model two parameter","binomial model"
"d008962","models theoretical","experimental model","mathematical model","theoretical study","studies theoretical"
"d015580","mohs surgery","micrographic surgery moh"
"d015903","moire topography","moire photograph","moire pattern"
"d017720","molecular epidemiology","epidemiologies molecular","genetic epidemiology","epidemiologies genetic"
"d057054","molecular imaging",
"d054802","molecular imprinting",
"d058889","molecular typing",
"d018465","molteno implants","molteno shunts"
"d018670","monitoring ambulatory","outpatient monitoring"
"d015166","monitoring immunologic","monitoring immunological","immune monitoring","immunosurveillance","radioimmunologic monitoring","monitoring radioimmunological"
"d016343","monitoring intraoperative",
"d008991","monitoring physiologic","monitoring physiological","patient monitoring"
"d061213","mortality premature","mortalities premature","premature death"
"d057147","mosquito nets","mosquito netting","mosquito bednet","mosquito bed net","mosquito net portable"
"d009064","mouth protectors","protective mouth piece","mouthpiece protective","guard mouth"
"d009065","mouth rehabilitation",
"d009079","mucociliary clearance","mucociliary transport"
"d009094","mud therapy","pelotherapy","peloid therapy","peat therapy","mud pack","fangotherapy","bath mud"
"d064847","multimodal imaging","hybrid imaging"
"d009098","multiphasic screening","automated multiphasic health testing"
"d015999","multivariate analysis","analyses multivariate"
"d009121","muscle denervation",
"d053580","muscle strength","muscle inhibition arthrogenic"
"d026201","musculoskeletal manipulations","manipulative therapies","manipulative therapy","manipulation therapies","reflexology","bodywork","rolfing","craniosacral massage","manual therapies","manual therapy"
"d009147","music therapy",
"d016254","mutagenesis insertional","sequence insertion","mutagenesis viral insertional","linker insertion mutagenesis","gene insertion","insertion mutation","insertional activation","mutagenesis cassette"
"d009152","mutagenicity tests","mutagen screening","genetic toxicity test","genotoxicity test"
"d015425","myocardial reperfusion","coronary reperfusion"
"d009204","myocardial revascularization","internal mammary artery implantation"
"d064827","myocutaneous flap","musculocutaneous flap"
"d020247","myofunctional therapy","myofunctional therapies","orofacial myotherapy","myotherapies orofacial","oral myotherapy","myotherapies oral","orofacial myology","myologies orofacial"
"d000081414","nanopore sequencing",
"d055556","nasal lavage","nasal irrigation"
"d037981","neck dissection","radical neck dissection"
"d000076723","negative results","null result"
"d016624","negative staining",
"d020360","neoadjuvant therapy","neoadjuvant therapies","neoadjuvant treatment"
"d015997","neonatal screening","infant newborn screening","newborn screening"
"d060787","neoplasm grading","tumor grading","gleason grading","gleason score"
"d009367","neoplasm staging","tumor staging","cancer staging","tnm staging","tnm staging system","classification tnm"
"d009368","neoplasm transplantation",
"d009374","neoplasms experimental",
"d000074642","nephrolithotomy percutaneous","nephrolithotomies percutaneous"
"d009403","nephrostomy percutaneous","nephrostomies percutaneous"
"d009407","nerve block","nerve blockade","chemical neurolysis","chemical neurolyses","chemodenervation"
"d009409","nerve crush",
"d055164","nerve expansion","nerve stretching","procedure nerve elongation","lengthening nerve"
"d016067","nerve transfer","neurotization","nerve crossover"
"d058117","neural prostheses","neural prosthesis"
"d020557","neurolinguistic programming","neuro linguistic programming"
"d009460","neurologic examination","neurological examination"
"d000066530","neurological rehabilitation","neurorehabilitation","neurologic rehabilitation"
"d019148","neuromuscular blockade","neuromuscular block"
"d061886","neuromuscular monitoring","train of four monitoring","monitoring neuromuscular blockade"
"d064926","neurophysiological monitoring","neurophysiologic monitoring"
"d019635","neurosurgical procedures","surgical procedure neurologic"
"d009500","neutralization tests",
"d033363","neutron diffraction",
"d009551","night care",
"d063087","noninvasive ventilation","non invasive ventilation"
"d017711","nonlinear dynamics","non linear dynamic","model nonlinear","model non linear","chaos theory","chaos theories"
"d016011","normal distribution","gaussian distribution"
"d058327","norwood procedures","norwood operation","stage i norwood procedure","stage 1 norwood procedure"
"d062345","nuclear microscopy","scanning nuclear microprobe analysis","nuclear microscope analysis","nuclear microscope analyses"
"d009688","nuclear reactors",
"d009710","nucleotide mapping","fingerprint nucleotide"
"d009732","nursing care","management nursing care"
"d009737","nursing records",
"d015596","nutrition assessment","nutritional assessment","nutrition indexes","nutrition indices","nutritional index","indices nutritional","nutrition index","prognostic nutritional index pni","prognostic nutritional indices pni","index prognostic nutritional","nutritional indices prognostic","assessment mini nutritional","assessment mini nutrition"
"d009749","nutrition surveys","nutritional survey","national health and nutrition examination survey","nhanes"
"d044623","nutrition therapy","therapy medical nutrition"
"d018529","nutritional support","artificial feeding"
"d056128","obesity abdominal","abdominal obesities","central obesity","central obesities","obesity visceral","obesities visceral"
"d000073319","obesity management","system obesity management"
"d000079262","obesity maternal","obesity in pregnancy"
"d009767","obesity morbid","morbid obesities","obesity severe","obesities severe"
"d015588","observer variation","bias observer","interobserver variation","inter observer variation","interobserver variability","interobserver variabilities","inter observer variability","inter observer variabilities","intraobserver variation","intra observer variation","intraobserver variability","intraobserver variabilities","intra observer variability","intra observer variabilities"
"d009772","obstetrical forceps","forcep obstetric"
"d019558","occlusal adjustment","occlusal equilibration"
"d017090","occlusal splints","dental night guard","advancement device mandibular","advancement splint mandibular","splint mandibular advancement"
"d009779","occlusive dressings","bandage occlusive","dressing spray on"
"d009780","occult blood",
"d009788","occupational therapy","occupational therapies"
"d016017","odds ratio","cross product ratio","relative odds","risk ratio"
"d050130","oncolytic virotherapy","oncolytic virotherapies","oncolytic virus therapy","virus therapies oncolytic"
"d018587","oocyte donation","ovum donation"
"d054315","oocyte retrieval","oocyte collection","oocyte aspiration"
"d058638","operating tables","table operating room","operation table"
"d061646","operative time","time length of surgery","surgery time length","length of operative time","operative time length","surgical time"
"d055096","optical devices","component optical","optical system"
"d055100","optical fibers","optic cable fiber"
"d061848","optical imaging","fluorescence imaging","fundus autofluorescence imaging","autofluorescence imaging"
"d052898","optical tweezers","optical trap","optical trapping","laser tweezer"
"d009910","oral hygiene","dental hygiene"
"d019242","oral medicine","stomatology"
"d017233","orbit evisceration","orbital evisceration"
"d020273","orbital implants",
"d009926","organ preservation",
"d009929","organ size","organ weight","organ volume"
"d016377","organ transplantation","grafting organ"
"d009967","orthodontic appliances",
"d016910","orthodontic brackets","brace orthodontic","brace dental"
"d050793","orthodontic extrusion","forced eruption","tooth extrusion"
"d018704","orthodontic retainers",
"d009969","orthodontic wires",
"d009971","orthodontics corrective",
"d009972","orthodontics interceptive",
"d009973","orthodontics preventive",
"d057909","orthognathic surgery","orthognathic surgeries"
"d054158","orthokeratologic procedures",
"d009974","orthomolecular therapy","orthomolecular therapies","therapy megavitamin","megavitamin therapies"
"d009983","orthopedic equipment",
"d019637","orthopedic procedures","surgical procedure orthopedic","orthopedic surgeries","surgery orthopedic","orthopedic rehabilitation surgeries","rehabilitation surgery orthopedic"
"d009989","orthotic devices","orthosis","orthose","parapodium"
